movement_id,store_id,product_id,user_id,movement_type,quantity,created_at
65,1,17,10,sale,-4,2024-06-01 14:06:00
66,1,19,10,sale,-5,2024-06-01 14:06:00
67,1,15,10,sale,-5,2024-06-01 14:06:00
68,1,18,7,sale,-6,2024-06-01 14:20:00
69,1,17,7,sale,-1,2024-06-01 14:20:00
70,1,19,7,sale,-3,2024-06-01 14:20:00
71,2,3,3,sale,-5,2024-06-01 13:42:00
72,2,9,3,sale,-5,2024-06-01 13:42:00
73,2,1,3,sale,-5,2024-06-01 13:42:00
74,2,60,12,sale,-5,2024-06-01 11:09:00
75,2,30,12,sale,-6,2024-06-01 19:48:00
76,2,29,12,sale,-3,2024-06-01 19:48:00
77,2,21,12,sale,-1,2024-06-01 19:48:00
78,2,25,12,sale,-2,2024-06-01 19:48:00
79,2,26,12,sale,-3,2024-06-01 19:48:00
80,2,44,3,sale,-2,2024-06-01 20:36:00
81,2,47,3,sale,-3,2024-06-01 20:36:00
82,2,49,3,sale,-3,2024-06-01 20:36:00
83,2,50,3,sale,-6,2024-06-01 20:36:00
84,2,43,3,sale,-3,2024-06-01 20:36:00
85,2,50,12,sale,-2,2024-06-01 14:07:00
86,2,48,12,sale,-5,2024-06-01 14:07:00
87,2,47,12,sale,-1,2024-06-01 14:07:00
88,2,43,12,sale,-3,2024-06-01 14:07:00
89,2,4,3,sale,-3,2024-06-01 11:49:00
90,2,7,3,sale,-6,2024-06-01 16:35:00
91,2,9,3,sale,-2,2024-06-01 16:35:00
92,2,57,12,sale,-4,2024-06-01 15:53:00
93,2,60,12,sale,-1,2024-06-01 15:53:00
94,2,59,12,sale,-3,2024-06-01 15:53:00
95,2,53,12,sale,-2,2024-06-01 15:53:00
96,2,51,12,sale,-5,2024-06-01 15:53:00
97,2,5,3,sale,-2,2024-06-01 09:33:00
98,2,6,3,sale,-1,2024-06-01 09:33:00
99,2,4,3,sale,-5,2024-06-01 09:33:00
100,2,3,3,sale,-6,2024-06-01 09:33:00
101,2,13,3,sale,-6,2024-06-01 15:29:00
102,2,43,12,sale,-4,2024-06-01 12:50:00
103,2,48,12,sale,-4,2024-06-01 12:50:00
104,2,42,12,sale,-6,2024-06-01 12:50:00
105,2,2,12,sale,-4,2024-06-01 20:47:00
106,2,10,12,sale,-5,2024-06-01 20:47:00
107,2,7,12,sale,-5,2024-06-01 20:47:00
108,2,48,3,sale,-1,2024-06-01 20:57:00
109,2,59,12,sale,-4,2024-06-01 08:50:00
110,2,53,12,sale,-4,2024-06-01 08:50:00
111,2,56,12,sale,-3,2024-06-01 08:50:00
112,2,60,12,sale,-6,2024-06-01 08:50:00
113,2,57,12,sale,-5,2024-06-01 08:50:00
114,2,2,3,sale,-3,2024-06-01 18:25:00
115,2,3,3,sale,-6,2024-06-01 18:25:00
116,2,6,3,sale,-6,2024-06-01 18:25:00
117,2,22,3,sale,-3,2024-06-01 11:14:00
118,2,27,3,sale,-2,2024-06-01 11:14:00
119,2,26,3,sale,-2,2024-06-01 11:14:00
120,2,21,3,sale,-3,2024-06-01 11:14:00
121,2,23,3,sale,-4,2024-06-01 11:14:00
122,2,10,3,sale,-2,2024-06-01 19:49:00
123,2,3,3,sale,-2,2024-06-01 19:49:00
124,2,7,3,sale,-2,2024-06-01 19:49:00
125,2,5,12,sale,-3,2024-06-01 17:28:00
126,2,8,12,sale,-4,2024-06-01 17:28:00
127,2,4,12,sale,-2,2024-06-01 17:28:00
128,2,10,12,sale,-3,2024-06-01 17:28:00
129,2,2,12,sale,-6,2024-06-01 17:28:00
130,2,43,3,sale,-3,2024-06-01 09:18:00
131,2,45,3,sale,-5,2024-06-01 09:18:00
132,2,41,3,sale,-1,2024-06-01 09:18:00
133,2,46,3,sale,-6,2024-06-01 09:18:00
134,2,44,3,sale,-5,2024-06-01 09:18:00
135,2,41,12,sale,-4,2024-06-01 11:24:00
136,2,47,12,sale,-5,2024-06-01 11:24:00
137,2,50,12,sale,-3,2024-06-01 11:24:00
138,2,55,3,sale,-4,2024-06-01 19:53:00
139,2,49,3,sale,-4,2024-06-01 20:18:00
140,2,50,3,sale,-1,2024-06-01 20:18:00
141,2,40,3,sale,-5,2024-06-01 10:18:00
142,2,39,3,sale,-5,2024-06-01 10:18:00
143,2,31,3,sale,-2,2024-06-01 10:18:00
144,2,36,3,sale,-6,2024-06-01 10:18:00
145,2,49,12,sale,-5,2024-06-01 16:50:00
146,2,36,12,sale,-1,2024-06-01 13:15:00
147,2,28,3,sale,-6,2024-06-01 11:02:00
148,2,23,3,sale,-4,2024-06-01 11:02:00
149,2,29,3,sale,-1,2024-06-01 11:02:00
150,2,21,3,sale,-3,2024-06-01 11:02:00
151,2,21,12,sale,-3,2024-06-01 13:17:00
152,2,24,12,sale,-1,2024-06-01 13:17:00
153,2,25,12,sale,-6,2024-06-01 13:17:00
154,3,35,5,sale,-5,2024-06-01 09:05:00
155,3,32,5,sale,-2,2024-06-01 09:05:00
156,3,37,5,sale,-5,2024-06-01 09:05:00
157,3,31,5,sale,-3,2024-06-01 09:05:00
158,3,34,5,sale,-3,2024-06-01 09:05:00
159,3,27,5,sale,-6,2024-06-01 18:10:00
160,3,25,5,sale,-4,2024-06-01 18:10:00
161,3,21,5,sale,-3,2024-06-01 18:10:00
162,3,28,5,sale,-5,2024-06-01 18:10:00
163,3,26,5,sale,-6,2024-06-01 18:10:00
164,3,10,5,sale,-4,2024-06-01 20:04:00
165,3,1,5,sale,-3,2024-06-01 20:04:00
166,3,3,5,sale,-3,2024-06-01 20:04:00
167,3,6,5,sale,-4,2024-06-01 20:04:00
168,3,28,1,sale,-4,2024-06-01 09:16:00
169,3,29,1,sale,-5,2024-06-01 09:16:00
170,3,42,8,sale,-1,2024-06-01 10:57:00
171,3,43,8,sale,-4,2024-06-01 10:57:00
172,3,56,4,sale,-2,2024-06-01 11:50:00
173,3,59,4,sale,-1,2024-06-01 11:50:00
174,3,42,4,sale,-6,2024-06-01 17:04:00
175,3,50,4,sale,-4,2024-06-01 17:04:00
176,3,45,4,sale,-5,2024-06-01 17:04:00
177,3,44,4,sale,-4,2024-06-01 17:04:00
178,3,46,4,sale,-4,2024-06-01 17:04:00
179,3,33,9,sale,-1,2024-06-01 10:20:00
180,3,40,9,sale,-5,2024-06-01 10:20:00
181,3,37,9,sale,-2,2024-06-01 10:20:00
182,3,35,9,sale,-3,2024-06-01 10:20:00
183,3,31,9,sale,-2,2024-06-01 10:20:00
184,4,5,12,sale,-1,2024-06-01 18:10:00
185,4,9,12,sale,-5,2024-06-01 18:10:00
186,4,51,12,sale,-5,2024-06-01 14:39:00
187,4,60,12,sale,-3,2024-06-01 14:39:00
188,4,52,12,sale,-6,2024-06-01 14:39:00
189,4,59,12,sale,-2,2024-06-01 14:39:00
190,4,56,12,sale,-5,2024-06-01 14:39:00
191,4,47,12,sale,-4,2024-06-01 19:03:00
192,4,45,12,sale,-1,2024-06-01 19:03:00
193,4,13,12,sale,-2,2024-06-01 15:15:00
194,4,16,12,sale,-4,2024-06-01 15:15:00
195,4,12,12,sale,-1,2024-06-01 15:15:00
196,4,20,12,sale,-3,2024-06-01 15:15:00
197,4,40,12,sale,-2,2024-06-01 15:31:00
198,4,36,12,sale,-4,2024-06-01 15:31:00
199,4,34,12,sale,-5,2024-06-01 15:31:00
200,4,36,12,sale,-5,2024-06-01 16:00:00
201,4,31,12,sale,-6,2024-06-01 16:00:00
202,4,39,12,sale,-6,2024-06-01 16:00:00
203,4,33,12,sale,-4,2024-06-01 16:00:00
204,4,34,12,sale,-3,2024-06-01 16:00:00
205,4,39,12,sale,-4,2024-06-01 20:35:00
206,4,35,12,sale,-5,2024-06-01 20:35:00
207,4,32,12,sale,-4,2024-06-01 20:35:00
208,4,6,12,sale,-4,2024-06-01 10:45:00
209,4,3,12,sale,-5,2024-06-01 10:45:00
210,4,4,12,sale,-1,2024-06-01 10:45:00
211,4,5,12,sale,-1,2024-06-01 10:45:00
212,4,7,12,sale,-1,2024-06-01 10:45:00
213,4,17,12,sale,-5,2024-06-01 16:53:00
214,4,15,12,sale,-3,2024-06-01 16:53:00
215,4,30,12,sale,-4,2024-06-01 17:14:00
216,4,25,12,sale,-3,2024-06-01 17:14:00
217,4,21,12,sale,-6,2024-06-01 17:14:00
218,4,29,12,sale,-5,2024-06-01 17:14:00
219,4,41,12,sale,-2,2024-06-01 15:20:00
220,4,42,12,sale,-1,2024-06-01 15:20:00
221,4,39,12,sale,-5,2024-06-01 18:30:00
222,4,34,12,sale,-3,2024-06-01 18:30:00
223,4,24,12,sale,-5,2024-06-01 11:19:00
224,4,25,12,sale,-3,2024-06-01 11:19:00
225,1,55,11,sale,-4,2024-06-02 12:02:00
226,1,52,11,sale,-3,2024-06-02 12:02:00
227,1,57,11,sale,-2,2024-06-02 12:02:00
228,1,39,4,sale,-5,2024-06-02 12:08:00
229,1,35,4,sale,-6,2024-06-02 12:08:00
230,1,11,4,sale,-4,2024-06-02 19:30:00
231,1,12,4,sale,-3,2024-06-02 19:30:00
232,1,14,7,sale,-6,2024-06-02 17:14:00
233,1,15,7,sale,-1,2024-06-02 17:14:00
234,1,16,7,sale,-1,2024-06-02 17:14:00
235,1,13,7,sale,-6,2024-06-02 17:14:00
236,1,18,2,sale,-1,2024-06-02 09:59:00
237,1,13,2,sale,-3,2024-06-02 09:59:00
238,1,15,2,sale,-5,2024-06-02 09:59:00
239,1,11,2,sale,-5,2024-06-02 09:59:00
240,1,55,10,sale,-2,2024-06-02 12:45:00
241,1,54,10,sale,-6,2024-06-02 12:45:00
242,1,52,10,sale,-4,2024-06-02 12:45:00
243,1,53,10,sale,-6,2024-06-02 12:45:00
244,1,27,4,sale,-6,2024-06-02 13:59:00
245,1,30,4,sale,-1,2024-06-02 13:59:00
246,1,26,4,sale,-2,2024-06-02 13:59:00
247,1,21,4,sale,-2,2024-06-02 13:59:00
248,1,24,4,sale,-4,2024-06-02 13:59:00
249,1,26,2,sale,-6,2024-06-02 12:10:00
250,1,24,2,sale,-1,2024-06-02 12:10:00
251,1,21,2,sale,-4,2024-06-02 12:10:00
252,1,60,6,sale,-2,2024-06-02 15:47:00
253,1,54,6,sale,-4,2024-06-02 15:47:00
254,1,59,6,sale,-2,2024-06-02 15:47:00
255,1,2,2,sale,-2,2024-06-02 09:43:00
256,1,1,2,sale,-2,2024-06-02 09:43:00
257,1,4,2,sale,-3,2024-06-02 09:43:00
258,1,5,2,sale,-5,2024-06-02 09:43:00
259,1,7,2,sale,-4,2024-06-02 09:43:00
260,1,48,10,sale,-3,02/06/2024 12:52
261,1,41,10,sale,-6,02/06/2024 12:52
262,1,50,10,sale,-1,02/06/2024 12:52
263,1,46,10,sale,-4,02/06/2024 12:52
264,1,2,10,sale,-4,2024-06-02 08:18:00
265,1,57,7,sale,-3,2024-06-02 14:33:00
266,1,52,7,sale,-1,2024-06-02 14:33:00
267,1,53,7,sale,-2,2024-06-02 14:33:00
268,1,56,7,sale,-5,2024-06-02 14:33:00
269,1,46,4,sale,-6,2024-06-02 14:39:00
270,1,43,4,sale,-1,2024-06-02 14:39:00
271,1,45,4,sale,-1,2024-06-02 14:39:00
272,1,42,4,sale,-6,2024-06-02 14:39:00
273,1,7,4,sale,-4,2024-06-02 11:34:00
274,1,30,10,sale,-3,2024-06-02 16:14:00
275,1,26,10,sale,-2,2024-06-02 16:14:00
276,1,24,10,sale,-6,2024-06-02 16:14:00
277,1,17,2,sale,-6,2024-06-02 10:19:00
278,1,19,2,sale,-4,2024-06-02 10:19:00
279,1,16,2,sale,-4,2024-06-02 10:19:00
280,1,19,7,sale,-4,2024-06-02 14:35:00
281,1,19,6,sale,-6,2024-06-02 11:03:00
282,1,44,6,sale,-2,2024-06-02 19:07:00
283,1,55,10,sale,-5,2024-06-02 12:16:00
284,1,57,10,sale,-6,2024-06-02 12:16:00
285,1,58,10,sale,-3,2024-06-02 12:16:00
286,1,56,4,sale,-5,2024-06-02 10:01:00
287,1,57,4,sale,-2,2024-06-02 10:01:00
288,1,51,4,sale,-6,2024-06-02 10:01:00
289,1,34,7,sale,-6,2024-06-02 10:46:00
290,1,38,7,sale,-6,2024-06-02 10:46:00
291,1,36,7,sale,-6,2024-06-02 10:46:00
292,1,33,7,sale,-4,2024-06-02 10:46:00
293,1,40,7,sale,-4,2024-06-02 10:46:00
294,1,49,10,sale,-1,2024-06-02 09:52:00
295,1,59,2,sale,-3,2024-06-02 17:40:00
296,1,58,2,sale,-1,2024-06-02 17:40:00
297,1,51,7,sale,-5,2024-06-02 19:17:00
298,1,51,7,sale,-5,2024-06-02 19:21:00
299,1,45,6,sale,-3,2024-06-02 17:15:00
300,1,47,6,sale,-4,2024-06-02 17:15:00
301,1,42,6,sale,-4,2024-06-02 17:15:00
302,1,7,2,sale,-4,2024-06-02 14:35:00
303,1,20,11,sale,-2,2024-06-02 17:30:00
304,1,12,11,sale,-2,2024-06-02 17:30:00
305,1,11,11,sale,-6,2024-06-02 17:30:00
306,2,50,3,sale,-6,2024-06-02 09:19:00
307,2,43,3,sale,-4,2024-06-02 09:19:00
308,2,49,3,sale,-6,2024-06-02 13:03:00
309,2,25,12,sale,-4,2024-06-02 15:14:00
310,2,52,3,sale,-3,2024-06-02 10:24:00
311,2,36,12,sale,-1,2024-06-02 16:35:00
312,2,35,12,sale,-2,2024-06-02 16:35:00
313,2,32,12,sale,-4,2024-06-02 16:35:00
314,2,38,12,sale,-4,2024-06-02 16:35:00
315,2,25,12,sale,-4,2024-06-02 14:49:00
316,2,15,3,sale,-3,2024-06-02 10:04:00
317,2,20,3,sale,-4,2024-06-02 10:04:00
318,2,22,3,sale,-4,2024-06-02 20:55:00
319,2,23,3,sale,-3,2024-06-02 20:55:00
320,2,25,3,sale,-5,2024-06-02 20:55:00
321,2,21,3,sale,-4,2024-06-02 20:55:00
322,2,13,12,sale,-3,2024-06-02 18:31:00
323,2,17,12,sale,-6,2024-06-02 18:31:00
324,2,16,12,sale,-6,2024-06-02 18:31:00
325,2,39,3,sale,-6,2024-06-02 09:52:00
326,2,33,3,sale,-2,2024-06-02 09:52:00
327,2,31,3,sale,-4,2024-06-02 09:52:00
328,2,36,3,sale,-3,2024-06-02 09:52:00
329,2,34,3,sale,-6,2024-06-02 09:52:00
330,2,12,12,sale,-4,02/06/2024 14:34
331,2,18,12,sale,-5,02/06/2024 14:34
332,2,19,12,sale,-5,02/06/2024 14:34
333,2,15,12,sale,-6,02/06/2024 14:34
334,2,46,3,sale,-6,2024-06-02 08:36:00
335,2,43,3,sale,-5,2024-06-02 08:36:00
336,2,36,3,sale,-6,2024-06-02 10:22:00
337,2,37,3,sale,-5,2024-06-02 10:22:00
338,2,38,3,sale,-6,2024-06-02 10:22:00
339,2,39,3,sale,-5,2024-06-02 10:22:00
340,2,5,3,sale,-2,2024-06-02 13:30:00
341,2,6,3,sale,-5,2024-06-02 13:30:00
342,2,8,3,sale,-4,2024-06-02 13:30:00
343,2,22,3,sale,-5,2024-06-02 10:21:00
344,2,23,3,sale,-2,2024-06-02 10:21:00
345,2,24,3,sale,-5,2024-06-02 10:21:00
346,2,40,12,sale,-2,2024-06-02 15:37:00
347,2,12,3,sale,-2,2024-06-02 15:33:00
348,2,19,3,sale,-4,2024-06-02 15:33:00
349,2,13,3,sale,-1,2024-06-02 15:33:00
350,2,18,3,sale,-3,2024-06-02 15:33:00
351,2,17,3,sale,-6,2024-06-02 15:33:00
352,3,43,8,sale,-3,2024-06-02 10:23:00
353,3,45,8,sale,-1,2024-06-02 10:23:00
354,3,42,8,sale,-2,2024-06-02 10:23:00
355,3,46,8,sale,-3,2024-06-02 10:23:00
356,3,48,8,sale,-1,2024-06-02 10:23:00
357,3,43,8,sale,-2,2024-06-02 08:55:00
358,3,49,8,sale,-2,2024-06-02 08:55:00
359,3,50,8,sale,-3,2024-06-02 08:55:00
360,3,44,8,sale,-4,2024-06-02 08:55:00
361,3,48,8,sale,-5,2024-06-02 08:55:00
362,3,48,8,sale,-1,2024-06-02 12:14:00
363,3,43,8,sale,-2,2024-06-02 12:14:00
364,3,42,8,sale,-3,2024-06-02 12:14:00
365,3,45,8,sale,-1,2024-06-02 12:14:00
366,3,36,5,sale,-4,2024-06-02 19:53:00
367,3,39,5,sale,-5,2024-06-02 19:53:00
368,3,31,5,sale,-2,2024-06-02 19:53:00
369,3,37,5,sale,-4,2024-06-02 19:53:00
370,3,40,5,sale,-1,2024-06-02 19:53:00
371,3,4,8,sale,-2,2024-06-02 20:47:00
372,3,41,4,sale,-5,2024-06-02 17:34:00
373,3,46,4,sale,-3,2024-06-02 17:34:00
374,3,47,1,sale,-3,2024-06-02 10:44:00
375,3,41,1,sale,-6,2024-06-02 10:44:00
376,3,58,8,sale,-5,2024-06-02 13:29:00
377,3,52,8,sale,-6,2024-06-02 13:29:00
378,3,59,8,sale,-3,2024-06-02 13:29:00
379,3,54,8,sale,-6,2024-06-02 13:29:00
380,3,59,5,sale,-4,2024-06-02 11:27:00
381,3,21,8,sale,-6,2024-06-02 09:59:00
382,3,30,8,sale,-4,2024-06-02 09:59:00
383,3,22,8,sale,-1,2024-06-02 09:59:00
384,3,35,5,sale,-6,2024-06-02 12:05:00
385,3,32,5,sale,-3,2024-06-02 12:05:00
386,3,32,4,sale,-4,2024-06-02 11:33:00
387,3,40,4,sale,-1,2024-06-02 11:33:00
388,3,31,4,sale,-2,2024-06-02 11:33:00
389,3,39,4,sale,-5,2024-06-02 11:33:00
390,4,36,12,sale,-4,2024-06-02 18:09:00
391,4,35,12,sale,-2,2024-06-02 18:09:00
392,4,33,12,sale,-6,2024-06-02 18:09:00
393,4,36,12,sale,-4,2024-06-02 18:11:00
394,4,35,12,sale,-2,2024-06-02 18:11:00
395,4,33,12,sale,-6,2024-06-02 18:11:00
396,4,33,12,sale,-1,2024-06-02 17:46:00
397,4,15,12,sale,-2,2024-06-02 16:38:00
398,4,57,12,sale,-6,2024-06-02 08:23:00
399,4,52,12,sale,-5,2024-06-02 08:23:00
400,4,54,12,sale,-1,2024-06-02 08:23:00
401,4,58,12,sale,-5,2024-06-02 08:23:00
402,4,41,12,sale,-5,2024-06-02 09:00:00
403,4,37,12,sale,-1,2024-06-02 11:51:00
404,4,32,12,sale,-3,2024-06-02 11:51:00
405,4,33,12,sale,-1,2024-06-02 11:51:00
406,4,38,12,sale,-5,2024-06-02 11:51:00
407,4,2,12,sale,-1,2024-06-02 17:38:00
408,4,7,12,sale,-4,2024-06-02 17:38:00
409,4,58,12,sale,-5,2024-06-02 20:52:00
410,4,56,12,sale,-5,2024-06-02 20:52:00
411,1,10,2,sale,-4,2024-06-03 08:31:00
412,1,2,2,sale,-5,2024-06-03 08:31:00
413,1,8,2,sale,-3,2024-06-03 08:31:00
414,1,1,2,sale,-3,2024-06-03 10:11:00
415,1,8,2,sale,-4,2024-06-03 10:11:00
416,1,40,6,sale,-3,2024-06-03 09:32:00
417,1,32,6,sale,-1,2024-06-03 12:36:00
418,1,39,6,sale,-3,2024-06-03 12:36:00
419,1,38,6,sale,-2,2024-06-03 12:36:00
420,1,34,4,sale,-2,03/06/2024 08:21
421,1,33,4,sale,-5,03/06/2024 08:21
422,1,31,4,sale,-3,03/06/2024 08:21
423,1,40,4,sale,-6,03/06/2024 08:21
424,1,38,4,sale,-6,03/06/2024 08:21
425,1,1,7,sale,-1,2024-06-03 19:57:00
426,1,3,7,sale,-2,2024-06-03 19:57:00
427,1,5,7,sale,-5,2024-06-03 19:57:00
428,1,10,7,sale,-4,2024-06-03 19:57:00
429,1,10,2,sale,-2,2024-06-03 19:53:00
430,1,1,2,sale,-3,2024-06-03 19:53:00
431,1,7,2,sale,-3,2024-06-03 19:53:00
432,1,6,2,sale,-3,2024-06-03 19:53:00
433,1,2,2,sale,-4,2024-06-03 19:53:00
434,1,12,2,sale,-4,2024-06-03 13:26:00
435,1,13,2,sale,-4,2024-06-03 13:26:00
436,1,15,2,sale,-2,2024-06-03 10:05:00
437,1,11,2,sale,-3,2024-06-03 10:05:00
438,1,14,10,sale,-1,2024-06-03 11:52:00
439,1,12,10,sale,-1,2024-06-03 11:52:00
440,1,18,10,sale,-1,2024-06-03 11:52:00
441,1,11,10,sale,-2,2024-06-03 11:52:00
442,1,19,10,sale,-2,2024-06-03 11:52:00
443,1,54,2,sale,-6,2024-06-03 15:51:00
444,1,38,7,sale,-4,2024-06-03 10:17:00
445,1,31,7,sale,-2,2024-06-03 10:17:00
446,1,37,7,sale,-3,2024-06-03 10:17:00
447,1,36,7,sale,-2,2024-06-03 10:17:00
448,1,48,7,sale,-2,2024-06-03 11:40:00
449,1,41,7,sale,-4,2024-06-03 11:40:00
450,1,42,7,sale,-2,2024-06-03 11:40:00
451,1,43,7,sale,-6,2024-06-03 11:40:00
452,1,44,7,sale,-5,2024-06-03 11:40:00
453,1,29,6,sale,-1,2024-06-03 20:49:00
454,1,26,6,sale,-3,2024-06-03 20:49:00
455,1,27,6,sale,-5,2024-06-03 20:49:00
456,1,23,6,sale,-2,2024-06-03 20:49:00
457,1,22,6,sale,-1,2024-06-03 20:49:00
458,1,14,10,sale,-5,2024-06-03 20:24:00
459,1,41,6,sale,-4,2024-06-03 08:05:00
460,1,46,6,sale,-5,2024-06-03 08:05:00
461,1,43,6,sale,-3,2024-06-03 08:05:00
462,1,45,6,sale,-2,2024-06-03 08:05:00
463,1,42,6,sale,-4,2024-06-03 08:05:00
464,1,43,4,sale,-1,2024-06-03 19:58:00
465,1,46,4,sale,-2,2024-06-03 19:58:00
466,1,41,4,sale,-5,2024-06-03 19:58:00
467,2,53,12,sale,-6,2024-06-03 18:20:00
468,2,57,12,sale,-4,2024-06-03 18:20:00
469,2,15,12,sale,-6,2024-06-03 17:25:00
470,2,13,12,sale,-1,2024-06-03 17:25:00
471,2,19,12,sale,-6,2024-06-03 17:25:00
472,2,42,3,sale,-1,2024-06-03 18:56:00
473,2,48,3,sale,-2,2024-06-03 18:56:00
474,2,43,3,sale,-3,2024-06-03 18:56:00
475,2,49,3,sale,-3,2024-06-03 18:56:00
476,2,46,3,sale,-2,2024-06-03 18:56:00
477,2,32,12,sale,-4,2024-06-03 14:10:00
478,2,31,12,sale,-4,2024-06-03 14:10:00
479,2,39,12,sale,-6,2024-06-03 14:10:00
480,2,28,3,sale,-1,2024-06-03 08:20:00
481,2,22,3,sale,-3,2024-06-03 08:20:00
482,2,7,12,sale,-6,2024-06-03 10:38:00
483,2,25,12,sale,-1,2024-06-03 16:53:00
484,2,24,12,sale,-4,2024-06-03 16:53:00
485,2,22,12,sale,-5,2024-06-03 16:53:00
486,2,32,12,sale,-2,2024-06-03 18:18:00
487,2,31,12,sale,-2,2024-06-03 18:18:00
488,2,36,12,sale,-3,2024-06-03 15:02:00
489,2,37,12,sale,-2,2024-06-03 15:02:00
490,2,29,3,sale,-5,2024-06-03 16:26:00
491,2,27,3,sale,-1,2024-06-03 16:26:00
492,2,24,3,sale,-4,2024-06-03 16:26:00
493,2,31,3,sale,-4,2024-06-03 20:12:00
494,2,39,3,sale,-2,2024-06-03 20:12:00
495,2,33,3,sale,-2,2024-06-03 20:12:00
496,2,40,3,sale,-2,2024-06-03 20:12:00
497,2,55,3,sale,-5,2024-06-03 16:29:00
498,2,56,3,sale,-4,2024-06-03 16:29:00
499,2,52,3,sale,-5,2024-06-03 16:29:00
500,2,51,3,sale,-3,2024-06-03 16:29:00
501,2,54,3,sale,-3,2024-06-03 16:29:00
502,2,43,3,sale,-5,2024-06-03 13:56:00
503,2,50,3,sale,-1,2024-06-03 13:56:00
504,2,42,3,sale,-3,2024-06-03 13:56:00
505,2,41,3,sale,-5,2024-06-03 13:56:00
506,2,50,12,sale,-1,2024-06-03 13:44:00
507,2,47,12,sale,-4,2024-06-03 13:44:00
508,3,8,5,sale,-2,2024-06-03 15:49:00
509,3,2,5,sale,-3,2024-06-03 15:49:00
510,3,4,5,sale,-6,2024-06-03 15:49:00
511,3,49,8,sale,-2,2024-06-03 16:25:00
512,3,46,8,sale,-1,2024-06-03 16:25:00
513,3,41,8,sale,-3,2024-06-03 16:25:00
514,3,45,8,sale,-6,2024-06-03 16:25:00
515,3,4,4,sale,-1,2024-06-03 15:03:00
516,3,46,1,sale,-5,2024-06-03 10:55:00
517,3,48,1,sale,-4,2024-06-03 10:55:00
