sale_item_id,sale_id,product_id,quantity,unit_price,discount,subtotal
150,50,21,3,74.41,0.0,223.23
151,51,21,3,74.41,0.0,223.23
152,51,24,1,87.83,0.0,87.83
153,51,25,6,69.05,0.0,414.3
154,52,35,5,7.66,0.0,38.3
155,52,32,2,5.39,0.0,10.78
156,52,37,5,6.48,0.0,32.4
157,52,31,3,5.01,0.0,15.03
158,52,34,3,3.06,0.0,9.18
159,53,27,6,23.37,0.0,140.22
160,53,25,4,69.05,0.0,276.2
161,53,21,3,74.41,0.0,223.23
162,53,28,5,49.03,0.0,245.15
163,53,26,6,71.32,0.0,427.92
164,54,10,4,1.97,0.0,7.88
165,54,1,3,0.92,0.0,2.76
166,54,3,3,2.27,0.0,6.81
167,54,6,4,1.25,0.0,5.0
168,55,28,4,49.03,0.0,196.12
169,55,29,5,72.15,0.0,360.75
170,56,42,1,3.19,0.0,3.19
171,56,43,4,1.61,0.0,6.44
172,57,56,2,1.47,0.0,2.94
173,57,59,1,2.38,0.0,2.38
174,58,42,6,3.19,0.0,19.14
175,58,50,4,1.66,0.0,6.64
176,58,45,5,2.15,0.0,10.75
177,58,44,4,2.69,0.0,10.76
178,58,46,4,1.35,0.0,5.4
179,59,33,1,2.23,0.0,2.23
180,59,40,5,7.77,0.0,38.85
181,59,37,2,6.48,0.0,12.96
182,59,35,3,7.66,0.0,22.98
183,59,31,2,5.01,0.0,10.02
184,60,5,1,1.43,0.0,1.43
185,60,9,5,1.59,0.0,7.95
186,61,51,5,1.19,0.0,5.95
187,61,60,3,0.54,0.0,1.62
188,61,52,6,2.33,0.0,13.98
189,61,59,2,2.38,0.0,4.76
190,61,56,5,1.47,0.0,7.35
191,62,47,4,2.14,0.0,8.56
192,62,45,1,2.15,0.0,2.15
193,63,13,2,2.69,0.0,5.38
194,63,16,4,1.12,0.0,4.48
195,63,12,1,1.17,0.0,1.17
196,63,20,3,1.73,0.0,5.19
197,64,40,2,7.77,0.0,15.54
198,64,36,4,4.66,0.0,18.64
199,64,34,5,3.06,0.0,15.3
200,65,36,5,4.66,0.0,23.3
201,65,31,6,5.01,0.0,30.06
202,65,39,6,3.22,0.0,19.32
203,65,33,4,2.23,0.0,8.92
204,65,34,3,3.06,0.0,9.18
205,66,39,4,3.22,0.0,12.88
206,66,35,5,7.66,0.0,38.3
207,66,32,4,5.39,0.0,21.56
208,67,6,4,1.25,0.0,5.0
209,67,3,5,2.27,0.0,11.35
210,67,4,1,1.57,0.0,1.57
211,67,5,1,1.43,0.0,1.43
212,67,7,1,0.92,0.0,0.92
213,68,17,5,1.16,0.0,5.8
214,68,15,3,1.65,0.0,4.95
215,69,30,4,80.29,0.0,321.16
216,69,25,3,69.05,0.0,207.15
217,69,21,6,74.41,0.0,446.46
218,69,29,5,72.15,0.0,360.75
219,70,41,2,5.98,0.0,11.96
220,70,42,1,3.19,0.0,3.19
221,71,39,5,3.22,0.0,16.1
222,71,34,3,3.06,0.0,9.18
223,72,24,5,87.83,0.0,439.15
224,72,25,3,69.05,0.0,207.15
225,73,55,4,0.58,0.0,2.32
226,73,52,3,2.33,0.0,6.99
227,73,57,2,2.41,0.0,4.82
228,74,39,5,3.22,0.0,16.1
229,74,35,6,7.66,0.0,45.96
230,75,11,4,2.55,0.0,10.2
231,75,12,3,1.17,0.0,3.51
232,76,14,6,2.14,0.0,12.84
233,76,15,1,1.65,0.0,1.65
234,76,16,1,1.12,0.0,1.12
235,76,13,6,2.69,0.0,16.14
236,77,18,1,2.74,0.0,2.74
237,77,13,3,2.69,0.0,8.07
238,77,15,5,1.65,0.0,8.25
239,77,11,5,2.55,0.0,12.75
240,78,55,2,0.58,0.0,1.16
241,78,54,6,3.37,0.0,20.22
242,78,52,4,2.33,0.0,9.32
243,78,53,6,2.5,0.0,15.0
244,79,27,6,23.37,0.0,140.22
245,79,30,1,80.29,0.0,80.29
246,79,26,2,71.32,0.0,142.64
247,79,21,2,74.41,0.0,148.82
248,79,24,4,87.83,0.0,351.32
249,80,26,6,71.32,0.0,427.92
250,80,24,1,87.83,0.0,87.83
251,80,21,4,74.41,0.0,297.64
252,81,60,2,0.54,0.0,1.08
253,81,54,4,3.37,0.0,13.48
254,81,59,2,2.38,0.0,4.76
255,82,2,2,2.11,0.0,4.22
256,82,1,2,0.92,0.0,1.84
257,82,4,3,1.57,0.0,4.71
258,82,5,5,1.43,0.0,7.15
259,82,7,4,0.92,0.0,3.68
260,83,48,3,1.35,0.0,4.05
261,83,41,6,5.98,0.0,35.88
262,83,50,1,1.66,0.0,1.66
263,83,46,4,1.35,0.0,5.4
264,84,2,4,2.11,0.0,8.44
265,85,57,3,2.41,0.0,7.23
266,85,52,1,2.33,0.0,2.33
267,85,53,2,2.5,0.0,5.0
268,85,56,5,1.47,0.0,7.35
269,86,46,6,1.35,0.0,8.1
270,86,43,1,1.61,0.0,1.61
271,86,45,1,2.15,0.0,2.15
272,86,42,6,3.19,0.0,19.14
273,87,7,4,0.92,0.0,3.68
274,88,30,3,80.29,0.0,240.87
275,88,26,2,71.32,0.0,142.64
276,88,24,6,87.83,0.0,526.98
277,89,17,6,1.16,0.0,6.96
278,89,19,4,1.05,0.0,4.2
279,89,16,4,1.12,0.0,4.48
280,90,19,4,1.05,0.0,4.2
281,91,19,6,1.05,0.0,6.3
282,92,44,2,2.69,0.0,5.38
283,93,55,5,0.58,0.0,2.9
284,93,57,6,2.41,0.0,14.46
285,93,58,3,1.61,0.0,4.83
286,94,56,5,1.47,0.0,7.35
287,94,57,2,2.41,0.0,4.82
288,94,51,6,1.19,0.0,7.14
289,95,34,6,3.06,0.0,18.36
290,95,38,6,4.59,0.0,27.54
291,95,36,6,4.66,0.0,27.96
292,95,33,4,2.23,0.0,8.92
293,95,40,4,7.77,0.0,31.08
294,96,49,1,4.34,0.0,4.34
295,97,59,3,2.38,0.0,7.14
296,97,58,1,1.61,0.0,1.61
297,98,51,5,1.19,0.0,5.95
298,99,51,5,1.19,0.0,5.95
299,100,45,3,2.15,0.0,6.45
300,100,47,4,2.14,0.0,8.56
301,100,42,4,3.19,0.0,12.76
302,101,7,4,0.92,0.0,3.68
303,102,20,2,1.73,0.0,3.46
304,102,12,2,1.17,0.0,2.34
305,102,11,6,2.55,0.0,15.3
306,103,50,6,1.66,0.0,9.96
307,103,43,4,1.61,0.0,6.44
308,104,49,6,4.34,0.0,26.04
309,105,25,4,69.05,0.0,276.2
310,106,52,3,2.33,0.0,6.99
311,107,36,1,4.66,0.0,4.66
312,107,35,2,7.66,0.0,15.32
313,107,32,4,5.39,0.0,21.56
314,107,38,4,4.59,0.0,18.36
315,108,25,4,69.05,0.0,276.2
316,109,15,3,1.65,0.0,4.95
317,109,20,4,1.73,0.0,6.92
318,110,22,4,19.76,0.0,79.04
319,110,23,3,89.71,0.0,269.13
320,110,25,5,69.05,0.0,345.25
321,110,21,4,74.41,0.0,297.64
322,111,13,3,2.69,0.0,8.07
323,111,17,6,1.16,0.0,6.96
324,111,16,6,1.12,0.0,6.72
325,112,39,6,3.22,0.0,19.32
326,112,33,2,2.23,0.0,4.46
327,112,31,4,5.01,0.0,20.04
328,112,36,3,4.66,0.0,13.98
329,112,34,6,3.06,0.0,18.36
330,113,12,4,1.17,0.0,4.68
331,113,18,5,2.74,0.0,13.7
332,113,19,5,1.05,0.0,5.25
333,113,15,6,1.65,0.0,9.9
334,114,46,6,1.35,0.0,8.1
335,114,43,5,1.61,0.0,8.05
336,115,36,6,4.66,0.0,27.96
337,115,37,5,6.48,0.0,32.4
338,115,38,6,4.59,0.0,27.54
339,115,39,5,3.22,0.0,16.1
340,116,5,2,1.43,0.0,2.86
341,116,6,5,1.25,0.0,6.25
342,116,8,4,1.71,0.0,6.84
343,117,22,5,19.76,0.0,98.8
344,117,23,2,89.71,0.0,179.42
345,117,24,5,87.83,0.0,439.15
346,118,40,2,7.77,0.0,15.54
347,119,12,2,1.17,0.0,2.34
348,119,19,4,1.05,0.0,4.2
349,119,13,1,2.69,0.0,2.69
350,119,18,3,2.74,0.0,8.22
351,119,17,6,1.16,0.0,6.96
352,120,43,3,1.61,0.0,4.83
353,120,45,1,2.15,0.0,2.15
354,120,42,2,3.19,0.0,6.38
355,120,46,3,1.35,0.0,4.05
356,120,48,1,1.35,0.0,1.35
357,121,43,2,1.61,0.0,3.22
358,121,49,2,4.34,0.0,8.68
359,121,50,3,1.66,0.0,4.98
360,121,44,4,2.69,0.0,10.76
361,121,48,5,1.35,0.0,6.75
362,122,48,1,1.35,0.0,1.35
363,122,43,2,1.61,0.0,3.22
364,122,42,3,3.19,0.0,9.57
365,122,45,1,2.15,0.0,2.15
366,123,36,4,4.66,0.0,18.64
367,123,39,5,3.22,0.0,16.1
368,123,31,2,5.01,0.0,10.02
369,123,37,4,6.48,0.0,25.92
370,123,40,1,7.77,0.0,7.77
371,124,4,2,1.57,0.0,3.14
372,125,41,5,5.98,0.0,29.9
373,125,46,3,1.35,0.0,4.05
374,126,47,3,2.14,0.0,6.42
375,126,41,6,5.98,0.0,35.88
376,127,58,5,1.61,0.0,8.05
377,127,52,6,2.33,0.0,13.98
378,127,59,3,2.38,0.0,7.14
379,127,54,6,3.37,0.0,20.22
380,128,59,4,2.38,0.0,9.52
381,129,21,6,74.41,0.0,446.46
382,129,30,4,80.29,0.0,321.16
383,129,22,1,19.76,0.0,19.76
384,130,35,6,7.66,0.0,45.96
385,130,32,3,5.39,0.0,16.17
386,131,32,4,5.39,0.0,21.56
387,131,40,1,7.77,0.0,7.77
388,131,31,2,5.01,0.0,10.02
389,131,39,5,3.22,0.0,16.1
390,132,36,4,4.66,0.0,18.64
391,132,35,2,7.66,0.0,15.32
392,132,33,6,2.23,0.0,13.38
393,133,36,4,4.66,0.0,18.64
394,133,35,2,7.66,0.0,15.32
395,133,33,6,2.23,0.0,13.38
396,134,33,1,2.23,0.0,2.23
397,135,15,2,1.65,0.0,3.3
398,136,57,6,2.41,0.0,14.46
399,136,52,5,2.33,0.0,11.65
400,136,54,1,3.37,0.0,3.37
401,136,58,5,1.61,0.0,8.05
402,137,41,5,5.98,0.0,29.9
403,138,37,1,6.48,0.0,6.48
404,138,32,3,5.39,0.0,16.17
405,138,33,1,2.23,0.0,2.23
406,138,38,5,4.59,0.0,22.95
407,139,2,1,2.11,0.0,2.11
408,139,7,4,0.92,0.0,3.68
409,140,58,5,1.61,0.0,8.05
410,140,56,5,1.47,0.0,7.35
411,141,10,4,1.97,0.0,7.88
412,141,2,5,2.11,0.0,10.55
413,141,8,3,1.71,0.0,5.13
414,142,1,3,0.92,0.0,2.76
415,142,8,4,1.71,0.0,6.84
416,143,40,3,7.77,0.0,23.31
417,144,32,1,5.39,0.0,5.39
418,144,39,3,3.22,0.0,9.66
419,144,38,2,4.59,0.0,9.18
420,145,34,2,3.06,0.0,6.12
421,145,33,5,2.23,0.0,11.15
422,145,31,3,5.01,0.0,15.03
423,145,40,6,7.77,0.0,46.62
424,145,38,6,4.59,0.0,27.54
425,146,1,1,0.92,0.0,0.92
426,146,3,2,2.27,0.0,4.54
427,146,5,5,1.43,0.0,7.15
428,146,10,4,1.97,0.0,7.88
429,147,10,2,1.97,0.0,3.94
430,147,1,3,0.92,0.0,2.76
431,147,7,3,0.92,0.0,2.76
432,147,6,3,1.25,0.0,3.75
433,147,2,4,2.11,0.0,8.44
434,148,12,4,1.17,0.0,4.68
435,148,13,4,2.69,0.0,10.76
436,149,15,2,1.65,0.0,3.3
437,149,11,3,2.55,0.0,7.65
438,150,14,1,2.14,0.0,2.14
439,150,12,1,1.17,0.0,1.17
440,150,18,1,2.74,0.0,2.74
441,150,11,2,2.55,0.0,5.1
442,150,19,2,1.05,0.0,2.1
443,151,54,6,3.37,0.0,20.22
444,152,38,4,4.59,0.0,18.36
445,152,31,2,5.01,0.0,10.02
446,152,37,3,6.48,0.0,19.44
447,152,36,2,4.66,0.0,9.32
448,153,48,2,1.35,0.0,2.7
449,153,41,4,5.98,0.0,23.92
450,153,42,2,3.19,0.0,6.38
451,153,43,6,1.61,0.0,9.66
452,153,44,5,2.69,0.0,13.45
453,154,29,1,72.15,0.0,72.15
454,154,26,3,71.32,0.0,213.96
455,154,27,5,23.37,0.0,116.85
456,154,23,2,89.71,0.0,179.42
457,154,22,1,19.76,0.0,19.76
458,155,14,5,2.14,0.0,10.7
459,156,41,4,5.98,0.0,23.92
460,156,46,5,1.35,0.0,6.75
461,156,43,3,1.61,0.0,4.83
462,156,45,2,2.15,0.0,4.3
463,156,42,4,3.19,0.0,12.76
464,157,43,1,1.61,0.0,1.61
465,157,46,2,1.35,0.0,2.7
466,157,41,5,5.98,0.0,29.9
467,158,53,6,2.5,0.0,15.0
468,158,57,4,2.41,0.0,9.64
469,159,15,6,1.65,0.0,9.9
470,159,13,1,2.69,0.0,2.69
471,159,19,6,1.05,0.0,6.3
472,160,42,1,3.19,0.0,3.19
473,160,48,2,1.35,0.0,2.7
474,160,43,3,1.61,0.0,4.83
475,160,49,3,4.34,0.0,13.02
476,160,46,2,1.35,0.0,2.7
477,161,32,4,5.39,0.0,21.56
478,161,31,4,5.01,0.0,20.04
479,161,39,6,3.22,0.0,19.32
480,162,28,1,49.03,0.0,49.03
481,162,22,3,19.76,0.0,59.28
482,163,7,6,0.92,0.0,5.52
483,164,25,1,69.05,0.0,69.05
484,164,24,4,87.83,0.0,351.32
485,164,22,5,19.76,0.0,98.8
486,165,32,2,5.39,0.0,10.78
487,165,31,2,5.01,0.0,10.02
488,166,36,3,4.66,0.0,13.98
489,166,37,2,6.48,0.0,12.96
490,167,29,5,72.15,0.0,360.75
491,167,27,1,23.37,0.0,23.37
492,167,24,4,87.83,0.0,351.32
493,168,31,4,5.01,0.0,20.04
494,168,39,2,3.22,0.0,6.44
495,168,33,2,2.23,0.0,4.46
496,168,40,2,7.77,0.0,15.54
497,169,55,5,0.58,0.0,2.9
498,169,56,4,1.47,0.0,5.88
499,169,52,5,2.33,0.0,11.65
500,169,51,3,1.19,0.0,3.57
501,169,54,3,3.37,0.0,10.11
502,170,43,5,1.61,0.0,8.05
503,170,50,1,1.66,0.0,1.66
504,170,42,3,3.19,0.0,9.57
505,170,41,5,5.98,0.0,29.9
506,171,50,1,1.66,0.0,1.66
507,171,47,4,2.14,0.0,8.56
508,172,8,2,1.71,0.0,3.42
509,172,2,3,2.11,0.0,6.33
510,172,4,6,1.57,0.0,9.42
511,173,49,2,4.34,0.0,8.68
512,173,46,1,1.35,0.0,1.35
513,173,41,3,5.98,0.0,17.94
514,173,45,6,2.15,0.0,12.9
515,174,4,1,1.57,0.0,1.57
516,175,46,5,1.35,0.0,6.75
517,175,48,4,1.35,0.0,5.4
518,176,54,3,3.37,0.0,10.11
519,176,60,6,0.54,0.0,3.24
520,176,59,4,2.38,0.0,9.52
521,176,56,5,1.47,0.0,7.35
522,176,52,1,2.33,0.0,2.33
523,177,60,4,0.54,0.0,2.16
524,177,55,4,0.58,0.0,2.32
525,177,59,3,2.38,0.0,7.14
526,178,50,4,1.66,0.0,6.64
527,178,45,1,2.15,0.0,2.15
528,178,49,3,4.34,0.0,13.02
529,178,46,3,1.35,0.0,4.05
530,178,41,6,5.98,0.0,35.88
531,179,57,6,2.41,0.0,14.46
532,179,56,4,1.47,0.0,5.88
533,179,53,3,2.5,0.0,7.5
534,179,59,3,2.38,0.0,7.14
535,179,51,4,1.19,0.0,4.76
536,180,52,6,2.33,0.0,13.98
537,180,58,3,1.61,0.0,4.83
538,180,53,6,2.5,0.0,15.0
539,181,26,3,71.32,0.0,213.96
540,181,30,4,80.29,0.0,321.16
541,181,25,1,69.05,0.0,69.05
542,181,28,4,49.03,0.0,196.12
543,182,5,2,1.43,0.0,2.86
544,182,7,2,0.92,0.0,1.84
545,182,1,3,0.92,0.0,2.76
546,182,9,4,1.59,0.0,6.36
547,182,2,5,2.11,0.0,10.55
548,183,1,4,0.92,0.0,3.68
549,184,20,6,1.73,0.0,10.38
550,184,17,4,1.16,0.0,4.64
551,185,44,2,2.69,0.0,5.38
552,185,41,2,5.98,0.0,11.96
553,185,49,6,4.34,0.0,26.04
554,185,46,3,1.35,0.0,4.05
555,185,47,3,2.14,0.0,6.42
556,186,46,4,1.35,0.0,5.4
557,186,44,1,2.69,0.0,2.69
558,186,43,2,1.61,0.0,3.22
559,186,47,2,2.14,0.0,4.28
560,187,15,1,1.65,0.0,1.65
561,187,19,6,1.05,0.0,6.3
562,187,11,1,2.55,0.0,2.55
563,187,20,6,1.73,0.0,10.38
564,188,5,4,1.43,0.0,5.72
565,189,60,4,0.54,0.0,2.16
566,189,52,2,2.33,0.0,4.66
567,189,55,5,0.58,0.0,2.9
568,189,51,2,1.19,0.0,2.38
569,189,57,3,2.41,0.0,7.23
570,190,6,6,1.25,0.0,7.5
571,190,4,1,1.57,0.0,1.57
572,190,1,1,0.92,0.0,0.92
573,190,8,5,1.71,0.0,8.55
574,191,58,2,1.61,0.0,3.22
575,191,51,1,1.19,0.0,1.19
576,191,52,3,2.33,0.0,6.99
577,192,8,3,1.71,0.0,5.13
578,192,5,3,1.43,0.0,4.29
579,192,2,2,2.11,0.0,4.22
580,193,17,5,1.16,0.0,5.8
581,194,42,1,3.19,0.0,3.19
582,194,47,3,2.14,0.0,6.42
583,194,48,6,1.35,0.0,8.1
584,194,41,3,5.98,0.0,17.94
585,195,44,6,2.69,0.0,16.14
586,195,48,6,1.35,0.0,8.1
587,195,46,4,1.35,0.0,5.4
588,195,49,2,4.34,0.0,8.68
589,196,18,3,2.74,0.0,8.22
590,197,48,4,1.35,0.0,5.4
591,197,50,4,1.66,0.0,6.64
592,197,42,3,3.19,0.0,9.57
593,197,47,1,2.14,0.0,2.14
594,198,5,4,1.43,0.0,5.72
595,198,9,3,1.59,0.0,4.77
596,198,4,3,1.57,0.0,4.71
597,198,6,1,1.25,0.0,1.25
598,198,7,2,0.92,0.0,1.84
599,199,54,1,3.37,0.0,3.37
600,200,32,1,5.39,0.0,5.39
601,200,35,4,7.66,0.0,30.64
602,200,34,2,3.06,0.0,6.12
603,200,40,4,7.77,0.0,31.08
604,201,60,1,0.54,0.0,0.54
605,201,59,5,2.38,0.0,11.9
606,201,53,6,2.5,0.0,15.0
607,201,54,1,3.37,0.0,3.37
608,202,20,3,1.73,0.0,5.19
609,202,14,3,2.14,0.0,6.42
610,202,15,4,1.65,0.0,6.6
611,202,19,2,1.05,0.0,2.1
612,203,54,6,3.37,0.0,20.22
613,203,55,3,0.58,0.0,1.74
614,204,19,6,1.05,0.0,6.3
615,204,18,6,2.74,0.0,16.44
616,204,17,5,1.16,0.0,5.8
617,205,3,2,2.27,0.0,4.54
618,205,5,1,1.43,0.0,1.43
619,205,9,6,1.59,0.0,9.54
620,206,37,1,6.48,0.0,6.48
621,206,34,4,3.06,0.0,12.24
622,206,35,4,7.66,0.0,30.64
623,206,36,4,4.66,0.0,18.64
624,206,40,6,7.77,0.0,46.62
625,207,58,2,1.61,0.0,3.22
626,207,53,2,2.5,0.0,5.0
627,207,52,6,2.33,0.0,13.98
628,208,28,2,49.03,0.0,98.06
629,208,23,3,89.71,0.0,269.13
630,208,21,5,74.41,0.0,372.05
631,209,29,5,72.15,0.0,360.75
632,209,24,1,87.83,0.0,87.83
633,209,23,5,89.71,0.0,448.55
634,210,51,6,1.19,0.0,7.14
635,210,52,5,2.33,0.0,11.65
636,210,56,5,1.47,0.0,7.35
637,210,54,2,3.37,0.0,6.74
638,210,59,1,2.38,0.0,2.38
639,211,24,1,87.83,0.0,87.83
640,211,26,2,71.32,0.0,142.64
641,211,22,5,19.76,0.0,98.8
642,212,13,1,2.69,0.0,2.69
643,213,47,3,2.14,0.0,6.42
644,213,48,1,1.35,0.0,1.35
645,213,50,4,1.66,0.0,6.64
646,213,44,6,2.69,0.0,16.14
647,214,59,6,2.38,0.0,14.28
648,214,52,3,2.33,0.0,6.99
649,214,55,5,0.58,0.0,2.9
650,215,59,6,2.38,0.0,14.28
651,215,55,6,0.58,0.0,3.48
652,215,53,6,2.5,0.0,15.0
653,215,58,3,1.61,0.0,4.83
654,216,4,4,1.57,0.0,6.28
655,216,6,6,1.25,0.0,7.5
656,216,10,5,1.97,0.0,9.85
657,217,18,1,2.74,0.0,2.74
658,217,19,3,1.05,0.0,3.15
659,217,12,1,1.17,0.0,1.17
660,217,13,2,2.69,0.0,5.38
661,217,16,6,1.12,0.0,6.72
662,218,58,5,1.61,0.0,8.05
663,218,60,6,0.54,0.0,3.24
664,218,56,3,1.47,0.0,4.41
665,219,16,4,1.12,0.0,4.48
666,219,13,4,2.69,0.0,10.76
667,219,20,4,1.73,0.0,6.92
668,220,54,1,3.37,0.0,3.37
669,220,55,5,0.58,0.0,2.9
670,220,52,6,2.33,0.0,13.98
671,220,56,1,1.47,0.0,1.47
672,220,51,5,1.19,0.0,5.95
673,221,43,5,1.61,0.0,8.05
674,221,46,6,1.35,0.0,8.1
675,221,47,3,2.14,0.0,6.42
676,221,42,2,3.19,0.0,6.38
677,222,9,4,1.59,0.0,6.36
678,222,3,2,2.27,0.0,4.54
679,223,4,5,1.57,0.0,7.85
680,223,1,3,0.92,0.0,2.76
681,223,10,4,1.97,0.0,7.88
682,224,55,4,0.58,0.0,2.32
683,224,59,6,2.38,0.0,14.28
684,224,53,4,2.5,0.0,10.0
685,225,20,2,1.73,0.0,3.46
686,225,11,2,2.55,0.0,5.1
687,225,13,1,2.69,0.0,2.69
688,225,14,5,2.14,0.0,10.7
689,226,8,2,1.71,0.0,3.42
690,226,10,6,1.97,0.0,11.82
691,226,4,4,1.57,0.0,6.28
692,226,5,1,1.43,0.0,1.43
693,227,53,3,2.5,0.0,7.5
694,228,54,4,3.37,0.0,13.48
695,229,39,3,3.22,0.0,9.66
696,229,35,4,7.66,0.0,30.64
